name,fmin,fmax,kmean,kvar,betagauge000,betagauge001,betagauge002,betagauge003,betagauge004,betagauge005,betagauge006,betagauge007,betagauge008,betagauge009,betagauge010,betagauge011,betagauge012,betagauge013,betagauge014,betagauge015,betagauge016,betagauge017,betagauge018,betagauge019,betagauge020,betagauge021,betagauge022,betagauge023,betagauge024,betagauge025,betagauge026,betagauge027,betagauge028,betagauge029,betagauge030,betagauge031,betagauge032,betagauge033,betagauge034,betagauge035,betagauge036,betagauge037,betagauge038,betagauge039,betagauge040,betagauge041,betagauge042,betagauge043,betagauge044,betagauge045,betagauge046,betagauge047,betagauge048,betagauge049,betagauge050,betagauge051,betagauge052,betagauge053,betagauge054,betagauge055,betagauge056,betagauge057,betagauge058,betagauge059,betagauge060,betagauge061,betagauge062,betagauge063,betagauge064,betagauge065,betagauge066,betagauge067,betagauge068,betagauge069,betagauge070,betagauge071,betagauge072,betagauge073,betagauge074,betagauge075,betagauge076,betagauge077,betagauge078,betagauge079,betagauge080,betagauge081,betagauge082,betagauge083,betagauge084,betagauge085,betagauge086,betagauge087,betagauge088,betagauge089,betagauge090,betagauge091,betagauge092,betagauge093,betagauge094,betagauge095,betagauge096,betagauge097,betagauge098,betagauge099
00000036,0.699803,0.999761,0.979519,0.00369718,0.0852132,0.0883766,0.0903004,0.0917045,0.0928196,0.0937501,0.0945522,0.0952597,0.0958947,0.0964723,0.0970034,0.0974959,0.0979562,0.098389,0.0987981,0.0991866,0.0995571,0.0999118,0.100252,0.10058,0.100897,0.101203,0.101501,0.10179,0.102071,0.102346,0.102614,0.102877,0.103134,0.103387,0.103635,0.103879,0.10412,0.104357,0.104592,0.104823,0.105052,0.105279,0.105504,0.105727,0.105948,0.106168,0.106387,0.106605,0.106822,0.107038,0.107254,0.10747,0.107685,0.107901,0.108116,0.108333,0.108549,0.108766,0.108984,0.109204,0.109424,0.109646,0.109869,0.110095,0.110322,0.110552,0.110784,0.111019,0.111257,0.111498,0.111743,0.111992,0.112245,0.112503,0.112766,0.113034,0.113309,0.11359,0.113878,0.114174,0.114479,0.114794,0.115119,0.115456,0.115806,0.11617,0.116551,0.11695,0.117369,0.117813,0.118284,0.118787,0.119328,0.119913,0.120553,0.121261,0.122054,0.12296,0.12402,0.125302,0.126936,0.129211,0.13305,1
00000037,4.2325e-006,0.998048,0.940105,0.0105503,0.0891823,0.0909142,0.0919533,0.0927054,0.093299,0.0937919,0.094215,0.0945869,0.0949197,0.0952216,0.0954985,0.0957547,0.0959937,0.096218,0.0964297,0.0966304,0.0968215,0.0970041,0.0971793,0.0973477,0.0975102,0.0976673,0.0978195,0.0979673,0.0981111,0.0982513,0.0983882,0.098522,0.0986531,0.0987816,0.0989078,0.0990319,0.0991541,0.0992745,0.0993933,0.0995106,0.0996265,0.0997413,0.099855,0.0999677,0.10008,0.100191,0.100301,0.100411,0.10052,0.100629,0.100738,0.100846,0.100955,0.101063,0.101172,0.10128,0.101389,0.101498,0.101607,0.101717,0.101828,0.101939,0.102051,0.102164,0.102278,0.102393,0.102509,0.102627,0.102746,0.102866,0.102989,0.103113,0.10324,0.103368,0.1035,0.103634,0.103771,0.103911,0.104055,0.104203,0.104355,0.104512,0.104674,0.104842,0.105016,0.105198,0.105387,0.105586,0.105795,0.106016,0.106251,0.106501,0.106771,0.107062,0.107381,0.107734,0.108129,0.10858,0.109109,0.109748,0.110563,0.1117,0.11362,1
00000038,0.0410769,0.999149,0.973027,0.00610215,0.0933244,0.0937518,0.0940054,0.0941875,0.0943306,0.0944488,0.09455,0.0946387,0.0947178,0.0947894,0.094855,0.0949155,0.0949719,0.0950247,0.0950745,0.0951216,0.0951664,0.0952092,0.0952502,0.0952896,0.0953275,0.0953642,0.0953997,0.0954341,0.0954676,0.0955002,0.095532,0.095563,0.0955934,0.0956232,0.0956525,0.0956812,0.0957095,0.0957373,0.0957647,0.0957918,0.0958186,0.0958451,0.0958713,0.0958973,0.0959231,0.0959486,0.095974,0.0959993,0.0960245,0.0960495,0.0960745,0.0960994,0.0961243,0.0961492,0.096174,0.0961989,0.0962239,0.0962489,0.096274,0.0962991,0.0963245,0.0963499,0.0963755,0.0964014,0.0964274,0.0964537,0.0964803,0.0965071,0.0965343,0.0965619,0.0965898,0.0966182,0.0966471,0.0966764,0.0967064,0.0967369,0.0967682,0.0968002,0.096833,0.0968667,0.0969013,0.0969371,0.096974,0.0970122,0.0970519,0.0970933,0.0971364,0.0971817,0.0972293,0.0972796,0.097333,0.09739,0.0974513,0.0975176,0.0975902,0.0976704,0.0977604,0.0978632,0.0979834,0.098129,0.0983147,0.0985737,0.0990118,1
00000039,4e-010,0.998995,0.990049,0.00111182,0.0523331,0.055537,0.0575205,0.0589847,0.0601574,0.0611423,0.061996,0.0627526,0.0634345,0.0640569,0.0646311,0.0651653,0.0656658,0.0661376,0.0665846,0.06701,0.0674166,0.0678065,0.0681815,0.0685433,0.0688932,0.0692324,0.069562,0.0698828,0.0701957,0.0705013,0.0708003,0.0710933,0.0713809,0.0716634,0.0719413,0.0722151,0.072485,0.0727515,0.0730148,0.0732753,0.0735332,0.0737889,0.0740424,0.0742941,0.0745443,0.0747931,0.0750407,0.0752873,0.0755332,0.0757786,0.0760235,0.0762683,0.0765131,0.0767581,0.0770034,0.0772494,0.0774961,0.0777437,0.0779925,0.0782427,0.0784944,0.0787478,0.0790033,0.079261,0.0795212,0.0797842,0.0800501,0.0803193,0.0805922,0.0808689,0.08115,0.0814356,0.0817264,0.0820227,0.0823249,0.0826337,0.0829496,0.0832732,0.0836054,0.0839467,0.0842983,0.084661,0.0850361,0.0854247,0.0858286,0.0862493,0.086689,0.08715,0.0876353,0.0881483,0.0886931,0.0892752,0.0899009,0.0905789,0.0913203,0.0921402,0.0930596,0.0941095,0.0953378,0.0968245,0.0987195,0.101359,0.10581,1
00000040,1.515e-006,0.999997,0.979568,0.0149025,0.0455355,0.050454,0.0536028,0.055977,0.0579084,0.0595509,0.0609892,0.0622752,0.0634429,0.0645162,0.0655124,0.0664443,0.0673218,0.0681529,0.0689437,0.0696995,0.0704244,0.071122,0.0717953,0.0724469,0.0730789,0.0736934,0.074292,0.0748762,0.0754474,0.0760067,0.0765551,0.0770937,0.0776233,0.0781448,0.0786588,0.079166,0.0796671,0.0801626,0.0806531,0.081139,0.081621,0.0820994,0.0825746,0.0830472,0.0835174,0.0839856,0.0844524,0.0849179,0.0853826,0.0858468,0.0863108,0.0867751,0.0872399,0.0877056,0.0881725,0.088641,0.0891114,0.0895841,0.0900595,0.0905379,0.0910198,0.0915055,0.0919954,0.0924901,0.09299,0.0934955,0.0940073,0.0945257,0.0950515,0.0955853,0.0961277,0.0966795,0.0972414,0.0978144,0.0983993,0.0989973,0.0996093,0.100237,0.100881,0.101544,0.102226,0.102931,0.10366,0.104416,0.105201,0.10602,0.106876,0.107774,0.108719,0.109718,0.11078,0.111915,0.113134,0.114456,0.115901,0.117499,0.119291,0.121336,0.123727,0.126619,0.130301,0.135418,0.144022,1
00000041,0,0.999015,0.961096,0.0145137,0.08671,0.0895048,0.0911982,0.0924313,0.093409,0.0942237,0.0949251,0.0955433,0.0960976,0.0966014,0.0970644,0.0974935,0.0978943,0.098271,0.0986268,0.0989647,0.0992867,0.0995948,0.0998905,0.100175,0.10045,0.100716,0.100974,0.101224,0.101469,0.101707,0.101939,0.102167,0.102389,0.102608,0.102823,0.103035,0.103243,0.103448,0.103651,0.103851,0.104049,0.104245,0.10444,0.104632,0.104824,0.105014,0.105203,0.105391,0.105579,0.105765,0.105952,0.106138,0.106324,0.10651,0.106696,0.106882,0.107069,0.107257,0.107445,0.107634,0.107824,0.108015,0.108208,0.108402,0.108598,0.108796,0.108997,0.109199,0.109404,0.109612,0.109823,0.110037,0.110256,0.110478,0.110704,0.110935,0.111172,0.111414,0.111662,0.111918,0.11218,0.112451,0.112731,0.113021,0.113322,0.113636,0.113964,0.114307,0.114669,0.11505,0.115456,0.115889,0.116354,0.116859,0.11741,0.118019,0.118702,0.119482,0.120394,0.121499,0.122906,0.124866,0.128175,1
00000042,0.965172,0.996539,0.763122,0.018816,0.0896617,0.090965,0.0917442,0.0923067,0.09275,0.0931175,0.0934326,0.0937094,0.0939568,0.0941811,0.0943866,0.0945768,0.094754,0.0949202,0.095077,0.0952256,0.0953671,0.0955022,0.0956318,0.0957563,0.0958764,0.0959925,0.0961049,0.096214,0.0963202,0.0964237,0.0965247,0.0966234,0.09672,0.0968148,0.0969079,0.0969993,0.0970893,0.097178,0.0972655,0.0973519,0.0974373,0.0975218,0.0976055,0.0976884,0.0977707,0.0978524,0.0979337,0.0980144,0.0980949,0.098175,0.098255,0.0983347,0.0984144,0.098494,0.0985737,0.0986534,0.0987333,0.0988134,0.0988939,0.0989746,0.0990558,0.0991375,0.0992197,0.0993026,0.0993862,0.0994706,0.0995559,0.0996421,0.0997294,0.099818,0.0999078,0.099999,0.100092,0.100186,0.100283,0.100381,0.100481,0.100584,0.10069,0.100798,0.10091,0.101025,0.101143,0.101267,0.101394,0.101528,0.101667,0.101812,0.101966,0.102127,0.102299,0.102483,0.10268,0.102894,0.103128,0.103386,0.103676,0.104007,0.104394,0.104863,0.105461,0.106294,0.107703,1
00000043,0.889169,0.997149,0.980063,0.0024045,0.0523331,0.055537,0.0575205,0.0589847,0.0601574,0.0611423,0.061996,0.0627526,0.0634345,0.0640569,0.0646311,0.0651653,0.0656658,0.0661376,0.0665846,0.06701,0.0674166,0.0678065,0.0681815,0.0685433,0.0688932,0.0692324,0.069562,0.0698828,0.0701957,0.0705013,0.0708003,0.0710933,0.0713809,0.0716634,0.0719413,0.0722151,0.072485,0.0727515,0.0730148,0.0732753,0.0735332,0.0737889,0.0740424,0.0742941,0.0745443,0.0747931,0.0750407,0.0752873,0.0755332,0.0757786,0.0760235,0.0762683,0.0765131,0.0767581,0.0770034,0.0772494,0.0774961,0.0777437,0.0779925,0.0782427,0.0784944,0.0787478,0.0790033,0.079261,0.0795212,0.0797842,0.0800501,0.0803193,0.0805922,0.0808689,0.08115,0.0814356,0.0817264,0.0820227,0.0823249,0.0826337,0.0829496,0.0832732,0.0836054,0.0839467,0.0842983,0.084661,0.0850361,0.0854247,0.0858286,0.0862493,0.086689,0.08715,0.0876353,0.0881483,0.0886931,0.0892752,0.0899009,0.0905789,0.0913203,0.0921402,0.0930596,0.0941095,0.0953378,0.0968245,0.0987195,0.101359,0.10581,1
00000044,0.893245,0.999721,0.894113,0.0165397,0.0852132,0.0883766,0.0903004,0.0917045,0.0928196,0.0937501,0.0945522,0.0952597,0.0958947,0.0964723,0.0970034,0.0974959,0.0979562,0.098389,0.0987981,0.0991866,0.0995571,0.0999118,0.100252,0.10058,0.100897,0.101203,0.101501,0.10179,0.102071,0.102346,0.102614,0.102877,0.103134,0.103387,0.103635,0.103879,0.10412,0.104357,0.104592,0.104823,0.105052,0.105279,0.105504,0.105727,0.105948,0.106168,0.106387,0.106605,0.106822,0.107038,0.107254,0.10747,0.107685,0.107901,0.108116,0.108333,0.108549,0.108766,0.108984,0.109204,0.109424,0.109646,0.109869,0.110095,0.110322,0.110552,0.110784,0.111019,0.111257,0.111498,0.111743,0.111992,0.112245,0.112503,0.112766,0.113034,0.113309,0.11359,0.113878,0.114174,0.114479,0.114794,0.115119,0.115456,0.115806,0.11617,0.116551,0.11695,0.117369,0.117813,0.118284,0.118787,0.119328,0.119913,0.120553,0.121261,0.122054,0.12296,0.12402,0.125302,0.126936,0.129211,0.13305,1
00000045,0.0748405,0.999993,0.996877,0.00114046,0.0525432,0.0560016,0.0581499,0.0597392,0.0610139,0.062086,0.0630162,0.0638413,0.0645854,0.0652652,0.0658926,0.0664767,0.0670242,0.0675405,0.0680299,0.068496,0.0689415,0.0693688,0.06978,0.0701769,0.0705608,0.0709331,0.0712949,0.0716471,0.0719908,0.0723265,0.0726551,0.0729772,0.0732933,0.0736039,0.0739096,0.0742107,0.0745077,0.0748009,0.0750907,0.0753774,0.0756614,0.0759428,0.076222,0.0764993,0.0767749,0.0770489,0.0773218,0.0775936,0.0778646,0.078135,0.0784051,0.0786749,0.0789449,0.079215,0.0794856,0.0797569,0.080029,0.0803022,0.0805767,0.0808527,0.0811305,0.0814103,0.0816922,0.0819767,0.082264,0.0825542,0.0828479,0.0831451,0.0834464,0.0837521,0.0840624,0.084378,0.0846991,0.0850264,0.0853603,0.0857014,0.0860505,0.0864081,0.086775,0.0871523,0.0875407,0.0879416,0.0883561,0.0887857,0.089232,0.0896971,0.090183,0.0906927,0.0912291,0.0917961,0.0923984,0.0930418,0.0937336,0.0944831,0.0953026,0.0962089,0.0972252,0.0983857,0.0997433,0.101386,0.10348,0.106396,0.111311,1
00000046,0.261989,0.999197,0.987159,0.00126683,0.0523331,0.055537,0.0575205,0.0589847,0.0601574,0.0611423,0.061996,0.0627526,0.0634345,0.0640569,0.0646311,0.0651653,0.0656658,0.0661376,0.0665846,0.06701,0.0674166,0.0678065,0.0681815,0.0685433,0.0688932,0.0692324,0.069562,0.0698828,0.0701957,0.0705013,0.0708003,0.0710933,0.0713809,0.0716634,0.0719413,0.0722151,0.072485,0.0727515,0.0730148,0.0732753,0.0735332,0.0737889,0.0740424,0.0742941,0.0745443,0.0747931,0.0750407,0.0752873,0.0755332,0.0757786,0.0760235,0.0762683,0.0765131,0.0767581,0.0770034,0.0772494,0.0774961,0.0777437,0.0779925,0.0782427,0.0784944,0.0787478,0.0790033,0.079261,0.0795212,0.0797842,0.0800501,0.0803193,0.0805922,0.0808689,0.08115,0.0814356,0.0817264,0.0820227,0.0823249,0.0826337,0.0829496,0.0832732,0.0836054,0.0839467,0.0842983,0.084661,0.0850361,0.0854247,0.0858286,0.0862493,0.086689,0.08715,0.0876353,0.0881483,0.0886931,0.0892752,0.0899009,0.0905789,0.0913203,0.0921402,0.0930596,0.0941095,0.0953378,0.0968245,0.0987195,0.101359,0.10581,1
00000047,0.62829,0.999646,0.97935,0.00518227,0.0871689,0.0896748,0.091189,0.0922899,0.0931617,0.0938874,0.0945117,0.0950616,0.0955543,0.096002,0.0964131,0.0967941,0.0971497,0.0974838,0.0977993,0.0980988,0.0983841,0.0986571,0.098919,0.0991711,0.0994144,0.0996498,0.099878,0.1001,0.100316,0.100526,0.100732,0.100933,0.10113,0.101323,0.101513,0.1017,0.101884,0.102065,0.102244,0.102421,0.102596,0.102769,0.102941,0.103111,0.10328,0.103447,0.103614,0.10378,0.103946,0.10411,0.104275,0.104439,0.104603,0.104767,0.104931,0.105095,0.10526,0.105425,0.105591,0.105758,0.105925,0.106094,0.106264,0.106435,0.106608,0.106782,0.106959,0.107137,0.107318,0.107501,0.107687,0.107875,0.108067,0.108263,0.108462,0.108666,0.108874,0.109088,0.109306,0.109531,0.109762,0.110001,0.110247,0.110502,0.110768,0.111044,0.111332,0.111634,0.111953,0.112289,0.112646,0.113027,0.113436,0.11388,0.114365,0.114901,0.115503,0.116189,0.116993,0.117965,0.119204,0.12093,0.123845,1
00000048,0.94029,0.999126,0.982262,0.00195121,0.0876692,0.0905159,0.0922409,0.0934972,0.0944934,0.0953235,0.0960383,0.0966683,0.0972332,0.0977467,0.0982185,0.0986559,0.0990644,0.0994483,0.0998111,0.100155,0.100484,0.100798,0.101099,0.101389,0.10167,0.101941,0.102204,0.102459,0.102708,0.10295,0.103188,0.103419,0.103647,0.10387,0.104089,0.104304,0.104517,0.104726,0.104933,0.105137,0.105339,0.105539,0.105737,0.105934,0.106129,0.106323,0.106515,0.106707,0.106898,0.107089,0.107279,0.107469,0.107658,0.107848,0.108038,0.108228,0.108418,0.108609,0.108801,0.108994,0.109188,0.109383,0.109579,0.109778,0.109977,0.110179,0.110383,0.11059,0.110799,0.111011,0.111226,0.111445,0.111667,0.111894,0.112125,0.11236,0.112602,0.112848,0.113102,0.113362,0.11363,0.113906,0.114191,0.114487,0.114794,0.115114,0.115448,0.115799,0.116167,0.116556,0.11697,0.117412,0.117886,0.1184,0.118962,0.119583,0.12028,0.121075,0.122005,0.123131,0.124566,0.126565,0.129937,1
00000049,0.943007,0.998753,0.867506,0.0130733,0.0525432,0.0560016,0.0581499,0.0597392,0.0610139,0.062086,0.0630162,0.0638413,0.0645854,0.0652652,0.0658926,0.0664767,0.0670242,0.0675405,0.0680299,0.068496,0.0689415,0.0693688,0.06978,0.0701769,0.0705608,0.0709331,0.0712949,0.0716471,0.0719908,0.0723265,0.0726551,0.0729772,0.0732933,0.0736039,0.0739096,0.0742107,0.0745077,0.0748009,0.0750907,0.0753774,0.0756614,0.0759428,0.076222,0.0764993,0.0767749,0.0770489,0.0773218,0.0775936,0.0778646,0.078135,0.0784051,0.0786749,0.0789449,0.079215,0.0794856,0.0797569,0.080029,0.0803022,0.0805767,0.0808527,0.0811305,0.0814103,0.0816922,0.0819767,0.082264,0.0825542,0.0828479,0.0831451,0.0834464,0.0837521,0.0840624,0.084378,0.0846991,0.0850264,0.0853603,0.0857014,0.0860505,0.0864081,0.086775,0.0871523,0.0875407,0.0879416,0.0883561,0.0887857,0.089232,0.0896971,0.090183,0.0906927,0.0912291,0.0917961,0.0923984,0.0930418,0.0937336,0.0944831,0.0953026,0.0962089,0.0972252,0.0983857,0.0997433,0.101386,0.10348,0.106396,0.111311,1
00000050,0.896094,0.997153,0.903406,0.00963196,0.0896921,0.0910666,0.0918887,0.0924826,0.0929506,0.0933388,0.0936717,0.0939641,0.0942255,0.0944625,0.0946798,0.0948808,0.0950681,0.0952438,0.0954096,0.0955667,0.0957163,0.0958592,0.0959962,0.0961279,0.0962549,0.0963777,0.0964966,0.0966121,0.0967244,0.0968339,0.0969407,0.0970452,0.0971474,0.0972477,0.0973462,0.0974429,0.0975382,0.097632,0.0977246,0.0978161,0.0979064,0.0979958,0.0980844,0.0981722,0.0982593,0.0983458,0.0984318,0.0985173,0.0986024,0.0986873,0.0987719,0.0988563,0.0989406,0.0990249,0.0991093,0.0991937,0.0992783,0.0993631,0.0994482,0.0995338,0.0996197,0.0997062,0.0997933,0.099881,0.0999695,0.100059,0.100149,0.100241,0.100333,0.100427,0.100522,0.100618,0.100717,0.100817,0.100919,0.101023,0.101129,0.101238,0.10135,0.101465,0.101583,0.101705,0.10183,0.101961,0.102096,0.102237,0.102384,0.102539,0.102701,0.102873,0.103055,0.103249,0.103458,0.103685,0.103932,0.104206,0.104513,0.104863,0.105273,0.10577,0.106403,0.107285,0.108777,1
00000051,0.784329,0.998727,0.973035,0.00327644,0.0876797,0.090525,0.0922492,0.0935049,0.0945006,0.0953303,0.0960448,0.0966744,0.0972391,0.0977523,0.0982239,0.098661,0.0990693,0.099453,0.0998156,0.10016,0.100488,0.100802,0.101103,0.101393,0.101673,0.101944,0.102207,0.102462,0.102711,0.102953,0.10319,0.103422,0.103649,0.103872,0.104091,0.104307,0.104519,0.104728,0.104935,0.105139,0.105341,0.10554,0.105738,0.105935,0.10613,0.106324,0.106516,0.106708,0.106899,0.107089,0.107279,0.107469,0.107658,0.107848,0.108038,0.108228,0.108418,0.108609,0.108801,0.108993,0.109187,0.109382,0.109579,0.109777,0.109976,0.110178,0.110382,0.110589,0.110798,0.111009,0.111224,0.111443,0.111665,0.111892,0.112122,0.112358,0.112599,0.112846,0.113099,0.113359,0.113627,0.113903,0.114188,0.114484,0.114791,0.11511,0.115444,0.115794,0.116163,0.116552,0.116965,0.117406,0.117881,0.118394,0.118956,0.119577,0.120273,0.121068,0.121998,0.123123,0.124557,0.126554,0.129925,1
00000052,0.85447,0.999279,0.960805,0.00478607,0.0525432,0.0560016,0.0581499,0.0597392,0.0610139,0.062086,0.0630162,0.0638413,0.0645854,0.0652652,0.0658926,0.0664767,0.0670242,0.0675405,0.0680299,0.068496,0.0689415,0.0693688,0.06978,0.0701769,0.0705608,0.0709331,0.0712949,0.0716471,0.0719908,0.0723265,0.0726551,0.0729772,0.0732933,0.0736039,0.0739096,0.0742107,0.0745077,0.0748009,0.0750907,0.0753774,0.0756614,0.0759428,0.076222,0.0764993,0.0767749,0.0770489,0.0773218,0.0775936,0.0778646,0.078135,0.0784051,0.0786749,0.0789449,0.079215,0.0794856,0.0797569,0.080029,0.0803022,0.0805767,0.0808527,0.0811305,0.0814103,0.0816922,0.0819767,0.082264,0.0825542,0.0828479,0.0831451,0.0834464,0.0837521,0.0840624,0.084378,0.0846991,0.0850264,0.0853603,0.0857014,0.0860505,0.0864081,0.086775,0.0871523,0.0875407,0.0879416,0.0883561,0.0887857,0.089232,0.0896971,0.090183,0.0906927,0.0912291,0.0917961,0.0923984,0.0930418,0.0937336,0.0944831,0.0953026,0.0962089,0.0972252,0.0983857,0.0997433,0.101386,0.10348,0.106396,0.111311,1
00000053,0.941889,0.993799,0.926679,0.00344293,0.0897686,0.0919214,0.0932176,0.0941578,0.0949011,0.095519,0.0960501,0.0965173,0.0969357,0.0973155,0.097664,0.0979868,0.098288,0.0985708,0.0988378,0.099091,0.0993323,0.099563,0.0997842,0.0999971,0.100202,0.100401,0.100594,0.100781,0.100963,0.10114,0.101313,0.101483,0.101649,0.101812,0.101972,0.102129,0.102284,0.102436,0.102587,0.102736,0.102883,0.103029,0.103173,0.103316,0.103458,0.103599,0.103739,0.103878,0.104017,0.104156,0.104294,0.104432,0.104569,0.104707,0.104845,0.104983,0.105121,0.10526,0.105399,0.105539,0.105679,0.105821,0.105963,0.106107,0.106252,0.106398,0.106546,0.106695,0.106847,0.107,0.107156,0.107314,0.107475,0.107639,0.107806,0.107977,0.108151,0.10833,0.108513,0.108701,0.108895,0.109095,0.109301,0.109515,0.109737,0.109969,0.11021,0.110463,0.11073,0.111011,0.11131,0.111629,0.111972,0.112344,0.11275,0.113199,0.113702,0.114277,0.11495,0.115764,0.116802,0.118249,0.120691,1
00000054,0.585593,0.999894,0.983053,0.00285285,0.087185,0.0896888,0.0912018,0.0923017,0.0931727,0.0938978,0.0945216,0.0950709,0.0955632,0.0960105,0.0964212,0.0968018,0.0971571,0.0974909,0.0978062,0.0981053,0.0983905,0.0986632,0.0989248,0.0991767,0.0994198,0.0996549,0.0998829,0.100104,0.10032,0.10053,0.100736,0.100937,0.101134,0.101327,0.101516,0.101703,0.101887,0.102068,0.102247,0.102424,0.102598,0.102771,0.102943,0.103113,0.103281,0.103449,0.103616,0.103781,0.103947,0.104111,0.104276,0.10444,0.104603,0.104767,0.104931,0.105095,0.10526,0.105425,0.105591,0.105757,0.105925,0.106093,0.106263,0.106434,0.106606,0.106781,0.106957,0.107135,0.107315,0.107498,0.107684,0.107873,0.108064,0.10826,0.108459,0.108663,0.108871,0.109084,0.109302,0.109526,0.109757,0.109996,0.110242,0.110497,0.110762,0.111038,0.111326,0.111628,0.111946,0.112281,0.112638,0.113019,0.113428,0.113871,0.114356,0.114892,0.115492,0.116178,0.116981,0.117952,0.11919,0.120915,0.123826,1
00000055,0.603658,0.999364,0.987191,0.00222975,0.0523331,0.055537,0.0575205,0.0589847,0.0601574,0.0611423,0.061996,0.0627526,0.0634345,0.0640569,0.0646311,0.0651653,0.0656658,0.0661376,0.0665846,0.06701,0.0674166,0.0678065,0.0681815,0.0685433,0.0688932,0.0692324,0.069562,0.0698828,0.0701957,0.0705013,0.0708003,0.0710933,0.0713809,0.0716634,0.0719413,0.0722151,0.072485,0.0727515,0.0730148,0.0732753,0.0735332,0.0737889,0.0740424,0.0742941,0.0745443,0.0747931,0.0750407,0.0752873,0.0755332,0.0757786,0.0760235,0.0762683,0.0765131,0.0767581,0.0770034,0.0772494,0.0774961,0.0777437,0.0779925,0.0782427,0.0784944,0.0787478,0.0790033,0.079261,0.0795212,0.0797842,0.0800501,0.0803193,0.0805922,0.0808689,0.08115,0.0814356,0.0817264,0.0820227,0.0823249,0.0826337,0.0829496,0.0832732,0.0836054,0.0839467,0.0842983,0.084661,0.0850361,0.0854247,0.0858286,0.0862493,0.086689,0.08715,0.0876353,0.0881483,0.0886931,0.0892752,0.0899009,0.0905789,0.0913203,0.0921402,0.0930596,0.0941095,0.0953378,0.0968245,0.0987195,0.101359,0.10581,1
00000056,0.0517916,0.999026,0.988678,0.00271281,0.0523331,0.055537,0.0575205,0.0589847,0.0601574,0.0611423,0.061996,0.0627526,0.0634345,0.0640569,0.0646311,0.0651653,0.0656658,0.0661376,0.0665846,0.06701,0.0674166,0.0678065,0.0681815,0.0685433,0.0688932,0.0692324,0.069562,0.0698828,0.0701957,0.0705013,0.0708003,0.0710933,0.0713809,0.0716634,0.0719413,0.0722151,0.072485,0.0727515,0.0730148,0.0732753,0.0735332,0.0737889,0.0740424,0.0742941,0.0745443,0.0747931,0.0750407,0.0752873,0.0755332,0.0757786,0.0760235,0.0762683,0.0765131,0.0767581,0.0770034,0.0772494,0.0774961,0.0777437,0.0779925,0.0782427,0.0784944,0.0787478,0.0790033,0.079261,0.0795212,0.0797842,0.0800501,0.0803193,0.0805922,0.0808689,0.08115,0.0814356,0.0817264,0.0820227,0.0823249,0.0826337,0.0829496,0.0832732,0.0836054,0.0839467,0.0842983,0.084661,0.0850361,0.0854247,0.0858286,0.0862493,0.086689,0.08715,0.0876353,0.0881483,0.0886931,0.0892752,0.0899009,0.0905789,0.0913203,0.0921402,0.0930596,0.0941095,0.0953378,0.0968245,0.0987195,0.101359,0.10581,1
00000057,0.922364,0.996502,0.890167,0.019346,0.0925891,0.0935384,0.094104,0.0945116,0.0948322,0.0950977,0.0953252,0.0955248,0.0957031,0.0958646,0.0960125,0.0961493,0.0962767,0.0963962,0.0965088,0.0966155,0.096717,0.096814,0.0969069,0.0969962,0.0970823,0.0971655,0.097246,0.0973242,0.0974002,0.0974743,0.0975466,0.0976172,0.0976864,0.0977542,0.0978208,0.0978862,0.0979505,0.0980139,0.0980764,0.0981382,0.0981992,0.0982595,0.0983193,0.0983785,0.0984373,0.0984956,0.0985536,0.0986113,0.0986687,0.0987259,0.0987829,0.0988398,0.0988967,0.0989535,0.0990103,0.0990671,0.0991241,0.0991812,0.0992386,0.0992961,0.099354,0.0994122,0.0994708,0.0995299,0.0995894,0.0996496,0.0997103,0.0997718,0.099834,0.099897,0.099961,0.100026,0.100092,0.100159,0.100228,0.100298,0.100369,0.100443,0.100518,0.100595,0.100674,0.100756,0.100841,0.100928,0.101019,0.101114,0.101213,0.101317,0.101426,0.101541,0.101663,0.101794,0.101934,0.102086,0.102253,0.102437,0.102643,0.102878,0.103154,0.103487,0.103913,0.104506,0.105509,1
00000058,0.841153,0.999008,0.989764,0.00101748,0.0523331,0.055537,0.0575205,0.0589847,0.0601574,0.0611423,0.061996,0.0627526,0.0634345,0.0640569,0.0646311,0.0651653,0.0656658,0.0661376,0.0665846,0.06701,0.0674166,0.0678065,0.0681815,0.0685433,0.0688932,0.0692324,0.069562,0.0698828,0.0701957,0.0705013,0.0708003,0.0710933,0.0713809,0.0716634,0.0719413,0.0722151,0.072485,0.0727515,0.0730148,0.0732753,0.0735332,0.0737889,0.0740424,0.0742941,0.0745443,0.0747931,0.0750407,0.0752873,0.0755332,0.0757786,0.0760235,0.0762683,0.0765131,0.0767581,0.0770034,0.0772494,0.0774961,0.0777437,0.0779925,0.0782427,0.0784944,0.0787478,0.0790033,0.079261,0.0795212,0.0797842,0.0800501,0.0803193,0.0805922,0.0808689,0.08115,0.0814356,0.0817264,0.0820227,0.0823249,0.0826337,0.0829496,0.0832732,0.0836054,0.0839467,0.0842983,0.084661,0.0850361,0.0854247,0.0858286,0.0862493,0.086689,0.08715,0.0876353,0.0881483,0.0886931,0.0892752,0.0899009,0.0905789,0.0913203,0.0921402,0.0930596,0.0941095,0.0953378,0.0968245,0.0987195,0.101359,0.10581,1
